5827	1 1 1 2 0
4826	1 4 3 1 2 0
3131	6 6 4 2 1 0
3287	2 2 1 2 0
2629	1 1 1 1 1 1 0
7273	3 1 1 1 1 1 0
2860	3 3 2 5 6 3 0
3861	6 4 5 8 0
3351	1 2 2 4 0
3261	1 1 4 3 0
1577	4 3 5 4 0
7186	4 5 1 3 0
6320	3 4 6 5 2 2 0
5560	4 4 4 9 4 5 0
3670	2 1 7 8 0
2425	1 1 1 1 0
4615	2 3 4 3 4 0
2139	1 4 8 6 0
3890	1 1 2 2 0
6788	2 3 3 3 3 0
1869	1 2 3 4 0
555	1 1 1 1 2 0
4396	1 2 3 4 6 0
1067	3 2 4 4 0
6382	1 1 1 2 9 0
2102	3 4 2 2 4 2 0
6856	4 6 4 3 2 1 0
5750	1 3 4 1 1 1 0
2655	2 1 2 3 4 3 0
5716	1 1 1 1 3 0
5078	1 2 4 4 0
4637	3 1 1 2 0
828	2 1 2 3 0
3581	2 6 5 3 7 5 0
818	1 2 1 1 0
6450	5 4 2 6 4 7 0
5586	4 4 3 3 3 0
684	3 3 2 1 2 0
4176	2 4 1 2 0
1238	1 1 1 5 4 6 0
690	4 5 9 7 5 0
3054	1 2 4 6 0
148	2 3 4 2 0
5847	1 1 1 1 0
7242	1 2 2 2 0
4663	2 2 4 4 2 0
5959	3 2 1 1 2 2 0
5724	2 2 2 2 2 0
2005	9 5 6 5 3 2 0
164	4 5 11 5 0
3929	1 1 3 2 0
3397	3 1 2 3 3 5 0
2140	1 3 4 3 2 0
1891	1 1 1 2 0
725	1 1 1 1 2 0
2098	4 5 4 5 5 3 0
1541	3 7 3 2 5 0
1826	1 1 1 1 2 0
1219	2 2 1 1 0
1882	3 3 2 3 2 1 0
2507	1 1 1 1 1 0
4833	1 3 3 2 2 3 0
2295	1 1 2 5 5 3 0
5529	2 5 5 3 0
2861	1 1 1 1 0
5683	5 4 3 3 0
5311	2 2 1 3 2 2 0
768	1 1 3 1 0
1763	3 3 7 7 3 0
5576	4 6 4 2 5 0
1479	5 7 3 2 3 1 0
5893	2 3 2 2 0
7063	5 1 2 4 6 6 0
225	3 4 2 2 0
1049	2 2 4 3 2 2 0
4667	3 3 4 4 4 5 0
5937	2 1 2 4 4 3 0
1394	1 1 2 1 2 0
5561	1 1 3 1 0
1014	1 3 3 1 1 2 0
2727	5 8 8 4 2 0
3092	2 2 4 3 0
1349	1 1 1 1 2 1 0
4408	6 5 4 2 2 2 0
2149	2 1 3 7 3 2 0
3283	1 1 1 1 1 1 0
7000	1 1 2 3 0
5784	3 3 4 8 0
444	2 7 6 2 3 7 0
4898	2 3 1 1 4 0
3184	1 1 1 1 1 1 0
95	1 1 2 2 0
3504	3 2 3 4 0
4517	3 7 5 2 1 0
7304	3 2 2 1 0
4855	4 3 3 4 0
5275	1 1 2 4 0
547	2 2 3 7 0
3413	2 1 3 5 6 0
6060	1 3 1 1 3 3 0
6738	1 6 4 1 1 4 0
5401	2 1 2 1 1 1 0
5091	2 4 3 2 0
390	1 1 1 1 2 0
7092	2 4 6 2 0
2641	2 1 1 1 1 0
6487	2 2 3 2 0
2090	1 1 1 2 1 2 0
3874	1 2 1 3 4 0
7222	2 1 1 1 4 7 0
5482	3 2 1 2 0
4314	2 3 4 5 0
2024	1 1 7 7 0
2161	4 3 2 2 2 0
896	1 1 1 1 1 1 0
806	3 5 4 3 3 0
4722	8 7 3 2 2 0
5681	2 2 1 1 0
5248	5 6 6 7 5 0
6733	3 3 3 5 8 0
2198	1 1 1 4 1 0
5722	1 1 1 1 1 2 0
4650	3 1 1 4 8 0
74	1 1 1 1 0
154	2 4 9 5 0
2575	5 5 3 2 1 2 0
1708	2 4 3 3 4 3 0
7263	2 2 1 1 0
147	2 1 2 5 5 3 0
3343	1 1 1 1 3 5 0
848	2 5 3 4 0
1126	2 2 2 2 2 1 0
4287	2 4 5 8 0
5420	1 4 3 4 2 0
5917	4 6 8 5 2 5 0
348	4 5 5 3 0
73	1 1 3 5 0
4270	3 3 2 5 7 0
5800	2 1 1 1 1 2 0
5052	5 4 2 2 4 0
900	4 3 2 1 0
1327	1 1 2 2 1 0
4829	1 1 1 1 6 8 0
5585	4 4 6 5 0
6591	3 1 1 1 2 0
3653	2 4 4 1 0
5097	1 2 1 1 1 0
226	6 4 3 2 0
3337	7 8 3 1 2 3 0
4627	4 4 1 1 0
19	4 1 2 3 0
6346	2 2 3 4 0
4181	3 3 2 4 6 0
291	2 5 8 7 5 0
5131	1 4 3 2 3 0
526	2 2 1 1 2 0
2970	1 1 1 1 0
4199	1 4 4 2 1 0
6174	1 1 1 1 1 1 0
1611	1 2 1 1 1 1 0
2519	1 1 1 1 1 0
4404	2 2 3 3 0
3440	1 4 5 2 1 1 0
6548	5 5 3 3 0
3028	1 1 3 5 0
6223	1 2 2 2 1 0
3567	3 3 2 3 0
652	1 1 1 1 2 4 0
3770	1 4 5 4 4 0
5622	1 2 4 3 2 3 0
7167	1 1 4 2 1 0
1421	6 4 4 3 4 0
2605	3 2 2 2 3 4 0
699	2 3 5 4 0
4044	1 1 1 2 0
2647	2 4 5 6 0
7313	1 4 1 1 1 3 0
45	4 3 2 2 1 1 0
90	3 1 1 2 5 4 0
2112	4 5 5 3 5 0
3598	1 1 2 1 2 4 0
6904	2 1 1 3 0
5894	1 2 8 4 0
1024	2 1 1 1 4 3 0
6650	3 5 3 3 2 3 0
2262	3 5 4 2 8 4 0
5831	1 3 4 2 1 3 0
5701	3 1 2 4 2 0
824	4 2 3 3 1 0
4005	8 13 4 4 5 11 0
994	1 4 4 2 2 0
3583	1 1 1 4 0
23	1 1 1 6 2 2 0
7101	2 2 3 1 1 4 0
415	6 8 5 4 3 3 0
4206	4 5 2 3 2 0
4208	1 3 4 4 4 0
2146	3 4 4 4 3 0
751	1 2 4 2 2 6 0
7041	4 5 4 4 0
5341	3 4 2 3 3 0
1373	7 4 6 5 0
3120	3 2 3 2 1 0
4090	6 5 3 2 2 5 0
4244	1 1 1 3 7 0
3592	1 1 1 1 0
6075	2 3 2 1 1 0
2323	1 4 3 2 4 0
299	3 3 4 5 4 2 0
4233	3 4 1 4 5 2 0
3889	1 1 3 3 0
5029	1 2 1 3 0
6408	1 2 1 1 0
5691	2 1 1 1 1 0
353	1 1 1 1 1 0
2704	4 4 4 2 2 0
1243	2 5 7 9 0
2716	2 3 7 5 0
1173	2 6 4 3 2 0
6071	2 4 5 3 0
3086	2 2 1 4 1 0
6841	3 1 1 3 1 2 0
6825	3 10 5 4 0
4214	2 1 1 1 0
2926	2 1 2 2 1 0
4402	1 2 4 5 3 2 0
5367	1 2 2 3 1 0
4432	2 3 3 3 3 1 0
2610	6 8 4 4 0
1263	2 1 1 1 2 0
2418	6 5 3 2 2 3 0
6494	1 1 1 2 1 0
4586	1 1 1 1 0
268	1 3 2 1 0
5210	1 1 2 3 0
5678	4 5 4 2 2 2 0
6969	3 3 2 2 2 4 0
5443	6 3 1 1 0
4916	3 3 5 9 8 2 0
6089	5 1 2 3 3 0
6674	5 4 4 3 2 0
2747	1 1 1 1 0
5793	2 2 4 3 1 1 0
7317	1 2 2 3 4 2 0
2547	2 3 2 2 4 0
6510	2 6 4 2 4 3 0
3932	2 4 4 3 3 0
3240	2 5 3 1 0
4470	6 5 5 6 7 0
5624	1 3 1 1 4 0
1209	1 1 2 3 0
4413	1 1 3 3 1 4 0
2347	1 1 3 1 2 4 0
2252	2 3 3 5 5 4 0
2075	1 1 3 1 1 1 0
6312	4 4 6 6 2 0
5016	1 4 4 2 1 0
5955	2 1 1 3 4 2 0
3933	4 7 6 6 4 3 0
4	2 4 2 2 0
3276	3 3 2 2 2 0
4927	3 5 4 5 4 0
152	2 2 4 3 2 1 0
5905	4 5 11 5 5 5 0
7205	1 2 2 1 1 2 0
4983	1 1 1 1 0
6598	3 4 7 7 0
1344	1 1 2 2 0
359	3 4 5 3 0
4550	3 3 3 2 3 0
3862	2 2 2 2 2 0
4843	5 5 1 2 3 6 0
517	1 2 1 1 2 0
604	4 2 4 3 0
3175	1 2 2 2 0
6609	1 1 2 4 0
3751	2 5 8 7 0
6090	1 1 1 1 1 0
4446	1 1 1 1 0
3844	2 2 2 5 8 0
6280	2 2 2 4 4 0
3744	3 3 3 2 3 3 0
2556	4 8 5 7 8 8 0
296	2 2 3 4 4 0
1088	1 1 1 2 1 0
3497	2 2 6 4 4 5 0
7134	4 5 3 3 4 0
2990	3 4 2 2 0
5070	2 5 8 7 0
777	1 1 1 2 1 0
2454	1 2 3 1 0
7307	3 5 6 6 0
2984	1 1 1 1 0
2028	1 3 4 2 2 2 0
6542	1 1 1 1 1 0
7266	2 1 1 1 0
2953	2 1 1 1 0
2558	3 1 1 1 0
4338	1 1 2 4 5 0
6013	2 2 2 3 0
3226	1 1 2 2 1 0
5582	1 1 1 1 3 0
1695	2 4 4 4 0
3330	3 4 3 2 0
875	6 5 1 1 1 0
4611	2 2 3 1 2 3 0
6099	2 6 10 7 0
2379	3 3 3 1 0
6968	1 2 2 5 3 0
2696	1 1 1 3 1 0
4392	2 3 7 9 4 0
5179	3 2 1 4 3 0
6163	4 4 2 3 0
550	5 4 1 1 3 0
8	4 4 1 1 2 1 0
392	3 3 3 1 1 7 0
4150	1 1 1 2 0
4712	3 1 1 2 1 1 0
2744	4 2 2 2 1 1 0
1009	4 4 6 5 0
675	1 1 1 4 5 0
5211	2 2 3 2 1 0
2914	3 5 1 1 1 0
4850	2 4 2 2 2 4 0
927	1 4 4 4 3 0
4245	1 2 1 1 0
3935	1 2 4 7 8 5 0
6449	1 2 3 4 0
3098	12 5 2 3 2 2 0
5387	4 4 3 2 2 2 0
6070	2 3 4 6 5 0
2765	3 4 3 1 1 1 0
7073	2 5 6 5 0
1446	1 2 3 3 0
174	1 1 2 1 0
2608	5 8 4 2 5 7 0
5478	2 2 1 1 0
3629	2 1 1 5 3 0
1354	1 1 1 1 0
2615	5 4 2 2 0
3439	5 2 3 2 3 0
3853	8 2 3 3 4 3 0
3781	2 2 3 4 1 0
5770	2 2 4 4 3 0
4157	2 4 4 3 5 7 0
1931	1 1 1 2 0
3947	1 1 1 1 1 0
2530	1 3 4 4 5 3 0
5597	4 6 6 4 0
413	1 1 1 1 1 1 0
7083	2 4 7 6 7 0
575	2 1 1 1 0
4043	2 2 1 1 0
6820	4 5 3 2 2 4 0
2719	3 2 2 3 5 0
4083	4 2 3 4 0
5921	3 4 4 4 3 0
1804	4 6 6 2 1 6 0
1253	1 3 3 1 3 3 0
5788	1 2 2 2 0
6186	5 8 7 5 0
2160	3 4 4 1 2 3 0
5424	1 1 1 1 1 0
2869	3 4 3 4 0
3657	1 1 1 1 0
5663	3 2 1 1 0
1448	1 5 2 1 0
1904	1 2 3 1 1 0
915	3 3 2 4 4 0
4798	4 5 2 4 3 0
1176	3 2 3 4 0
2110	1 2 2 2 8 4 0
6266	2 2 1 1 0
3328	1 3 4 2 2 0
3703	4 1 3 4 2 0
3547	1 5 4 6 2 0
5514	3 4 3 1 1 3 0
1053	2 2 2 3 3 1 0
5006	1 2 2 1 4 7 0
7281	1 1 2 2 5 3 0
1229	2 2 2 6 6 0
1414	1 1 4 3 0
4434	4 4 4 3 1 0
1096	4 3 2 2 2 2 0
1691	4 3 3 2 2 4 0
2399	1 1 1 1 0
2066	3 3 3 5 5 3 0
2217	1 1 1 1 2 0
2985	2 3 5 4 0
3087	1 1 3 5 0
4888	3 2 3 4 0
743	1 1 1 1 1 3 0
5907	5 7 5 7 0
2921	1 3 3 4 3 0
6350	1 1 3 5 4 0
4143	3 1 1 1 1 1 0
6566	3 6 7 3 2 0
4098	3 3 2 2 2 2 0
2682	3 4 4 4 3 5 0
863	1 1 1 2 3 1 0
6383	1 3 3 3 1 0
7011	1 1 1 4 4 2 0
7171	2 1 3 2 2 3 0
2505	4 2 1 2 3 4 0
7267	3 3 2 2 4 0
4108	1 2 2 2 4 0
3986	1 2 2 1 1 0
545	1 1 1 1 0
2646	8 3 2 2 0
3318	2 3 7 5 0
6015	1 4 2 2 2 2 0
4841	3 3 2 2 4 2 0
46	5 1 2 3 0
1056	2 2 1 2 0
103	2 2 2 3 0
190	3 6 4 6 10 6 0
922	3 8 4 6 0
1475	1 1 1 3 5 0
2370	2 2 3 3 1 0
6925	4 3 2 3 0
6155	2 2 3 4 4 0
4606	1 1 1 1 0
5912	2 1 4 2 5 8 0
4128	1 1 2 3 4 0
2746	2 3 2 2 1 0
5055	2 2 4 4 0
1469	4 6 6 6 0
6061	1 2 2 2 0
5193	2 3 3 2 3 0
43	1 2 4 5 3 2 0
5322	3 3 4 5 5 6 0
1026	3 1 1 4 2 1 0
3185	1 1 2 2 1 1 0
5814	3 2 2 1 1 2 0
3477	4 3 1 3 4 8 0
1370	3 5 5 3 0
2145	2 1 2 1 3 2 0
3432	1 1 1 4 0
4603	1 5 4 7 5 0
4579	1 3 7 5 4 3 0
6724	4 2 2 3 2 5 0
4624	4 4 3 3 0
1260	1 1 2 1 0
648	2 2 1 1 3 2 0
5989	2 1 1 3 2 2 0
5992	6 10 8 4 4 8 0
2964	5 4 1 2 0
2050	1 1 2 1 3 0
4500	5 4 5 3 2 2 0
1918	3 2 2 2 0
4754	2 2 7 5 5 3 0
613	1 2 3 6 0
2697	2 4 4 3 0
1364	3 6 8 3 3 0
3140	4 3 2 1 0
1526	1 2 4 5 6 3 0
1051	2 1 1 1 0
4047	1 1 2 4 6 6 0
1518	2 2 3 3 2 2 0
3871	1 1 1 1 1 1 0
693	2 2 1 4 0
5348	3 7 4 5 0
3427	1 2 3 1 2 3 0
4783	2 5 4 1 1 5 0
1689	1 1 3 4 2 4 0
4992	1 2 3 4 0
6364	1 3 2 1 1 3 0
439	4 4 2 2 3 0
4303	1 1 1 1 0
3572	2 1 2 2 1 3 0
6582	2 2 1 4 8 0
5802	1 2 2 1 3 0
5347	1 1 1 1 2 0
819	1 1 3 1 0
5652	3 9 7 5 0
4049	1 2 2 3 2 4 0
6469	1 3 6 4 0
4626	4 5 6 3 0
3238	2 3 6 6 3 3 0
2394	1 1 1 2 4 0
316	2 1 2 2 1 0
2245	5 4 3 1 2 1 0
6298	2 2 1 2 0
763	3 1 1 1 0
1104	2 2 5 4 3 0
1023	3 4 3 2 3 6 0
6578	4 2 1 1 1 1 0
2249	2 5 4 5 0
5988	3 2 3 2 1 0
3665	1 1 3 3 2 3 0
6328	1 2 1 1 0
206	2 1 2 3 2 0
2332	1 1 2 2 0
1007	4 1 1 1 1 3 0
4299	2 2 2 4 3 0
6927	1 1 1 3 6 0
6088	1 1 2 5 0
2032	1 3 3 2 1 0
7057	1 1 1 3 0
2950	2 6 6 4 0
6993	1 3 4 3 0
7250	1 2 4 5 3 1 0
1843	5 5 2 2 0
5720	1 1 1 1 4 0
3188	3 1 1 1 1 0
386	1 3 3 2 0
4119	1 1 1 3 0
5060	1 1 1 1 1 4 0
4691	2 3 2 3 1 0
5462	4 4 1 1 4 0
3400	1 1 1 1 1 3 0
3758	2 5 6 4 0
6506	2 2 2 1 1 1 0
2794	1 1 1 3 9 3 0
29	1 1 3 4 5 5 0
6446	2 1 1 1 2 1 0
5271	4 7 6 1 0
4162	1 1 4 3 4 3 0
2159	1 2 2 1 2 4 0
1872	1 2 4 2 4 0
3519	3 3 1 2 0
565	2 3 1 2 5 4 0
3304	1 1 1 1 4 3 0
271	5 8 4 2 5 7 0
1157	1 1 2 2 1 2 0
5859	1 1 1 3 8 0
7146	1 1 1 3 0
5073	2 3 5 3 2 4 0
6897	1 2 3 2 0
2115	1 2 3 3 1 1 0
4695	1 2 1 1 1 4 0
370	3 4 4 2 1 0
866	3 3 3 1 3 0
5813	4 7 2 2 1 1 0
6045	2 5 4 2 0
3299	1 2 2 2 2 2 0
2826	1 1 2 4 2 1 0
4896	5 4 1 1 0
3305	8 8 6 9 2 1 0
2968	1 1 2 2 0
2186	1 1 1 2 2 1 0
1396	3 5 5 7 5 5 0
3560	3 2 1 1 0
441	1 1 1 2 2 1 0
3999	1 2 1 3 2 1 0
6768	1 1 1 1 1 2 0
4046	3 5 7 6 0
3393	1 1 5 4 2 0
308	4 4 7 3 0
7293	3 5 5 6 0
618	1 1 2 2 2 2 0
524	3 4 4 3 4 0
13	4 3 3 1 2 0
2531	2 2 2 2 4 0
5093	1 1 1 3 3 0
1388	2 3 5 7 3 0
1569	2 1 2 1 2 2 0
497	4 3 6 8 0
6033	3 8 2 1 0
4706	2 2 4 2 1 2 0
3957	1 1 2 4 0
6800	1 1 1 1 0
5007	3 3 3 3 2 0
7132	3 3 6 4 0
3723	2 1 2 2 1 1 0
7292	2 3 2 2 4 0
2927	2 3 4 2 0
6445	2 1 1 1 1 0
6680	3 3 7 7 5 0
1306	1 3 1 2 0
4971	3 4 2 3 4 3 0
140	2 5 3 4 4 1 0
2246	1 1 1 1 0
3834	5 4 3 3 4 8 0
6260	2 2 1 1 0
7260	1 1 1 2 2 3 0
156	4 3 4 4 5 3 0
4210	6 6 4 3 0
1002	6 5 7 5 0
2864	3 2 2 6 3 0
5428	3 3 2 2 0
1982	1 1 1 1 3 7 0
2348	3 3 3 3 2 1 0
3079	3 7 7 2 2 1 0
5337	4 10 12 11 0
1900	2 1 1 1 1 3 0
7026	3 2 2 1 1 4 0
5961	8 6 5 7 0
4994	3 1 3 2 0
5287	3 1 2 1 0
7200	1 2 5 1 1 1 0
4670	2 3 1 2 2 0
6886	2 3 3 1 1 2 0
698	3 3 2 1 0
7173	1 1 3 3 2 4 0
2677	4 4 4 2 0
2311	1 2 3 3 2 8 0
6438	2 3 3 4 4 5 0
241	1 1 2 5 0
4123	2 3 6 5 0
94	2 2 1 1 0
4177	1 1 1 1 0
1184	1 1 2 1 0
2982	1 1 2 2 2 4 0
4775	3 5 5 4 0
6402	1 1 1 1 0
3738	5 8 8 5 0
7054	1 1 1 1 2 0
6938	3 7 10 13 0
2035	1 1 3 5 9 4 0
5703	4 3 4 2 0
2256	1 1 2 3 2 7 0
1600	4 3 5 3 1 0
6452	3 3 3 1 2 3 0
177	2 2 3 3 0
5615	5 4 4 3 0
7043	2 2 1 3 0
2555	1 1 1 1 3 0
3239	2 5 6 5 2 0
5669	2 2 2 3 2 0
435	3 6 10 7 0
6864	1 1 1 1 1 4 0
4067	1 1 1 2 4 0
3429	5 5 11 8 4 4 0
445	1 2 2 2 2 0
366	1 2 2 1 0
5677	1 1 1 1 7 7 0
2427	2 2 4 3 1 4 0
5174	3 7 4 7 0
3757	4 4 5 3 0
5418	2 4 2 3 0
456	1 2 2 4 7 6 0
593	1 2 3 3 3 0
5571	2 6 4 4 5 3 0
6953	3 3 6 10 0
2076	1 1 1 3 2 0
4111	1 1 2 1 0
3314	2 5 7 2 2 1 0
1807	2 1 1 1 0
674	6 3 7 5 0
5323	1 2 1 2 4 3 0
7033	1 1 1 2 1 0
3194	4 4 4 3 5 0
3300	1 2 1 1 1 1 0
5446	1 1 1 1 1 0
1576	1 1 5 4 2 1 0
401	1 4 7 6 5 0
4948	3 1 1 1 1 1 0
2010	2 1 2 1 2 4 0
1005	2 4 2 4 3 4 0
972	2 3 5 2 0
1981	1 2 2 2 1 2 0
832	2 1 4 1 2 1 0
6149	2 2 2 4 0
2713	1 1 1 2 4 3 0
240	1 2 3 2 1 4 0
5632	2 5 5 4 3 2 0
948	1 1 1 1 0
5539	1 1 1 3 0
6133	1 2 4 3 1 0
2460	4 3 4 3 3 0
5655	1 1 3 5 0
1476	1 1 2 3 2 2 0
4337	4 5 5 8 0
3978	2 1 1 1 1 2 0
6725	1 1 1 1 4 0
6287	1 4 4 2 3 1 0
4370	2 2 2 2 2 2 0
1886	2 2 3 5 6 0
6348	1 1 1 1 4 0
3094	2 3 4 3 0
513	4 3 1 2 1 3 0
5801	2 2 3 3 2 2 0
6267	3 2 1 2 2 2 0
6583	1 2 3 2 4 0
2150	1 1 1 2 2 2 0
6614	4 7 5 3 2 1 0
4662	1 1 4 7 0
1517	3 4 5 5 2 0
6430	2 3 4 5 0
4996	3 10 3 1 1 0
3788	1 1 4 5 9 0
6407	1 1 1 1 0
2193	8 8 10 3 5 0
3620	3 3 3 3 3 1 0
852	2 3 3 4 1 0
6244	3 4 5 3 4 2 0
4960	1 2 2 4 5 0
1734	1 3 5 3 3 6 0
1391	1 1 1 1 1 3 0
5600	1 1 1 1 1 1 0
4073	1 2 5 3 0
3613	1 2 2 4 4 0
4778	1 1 2 1 1 1 0
2728	1 1 1 1 0
949	2 4 2 3 5 2 0
3428	2 1 2 6 3 1 0
4673	3 1 2 2 0
2885	1 1 1 1 1 0
2631	1 4 8 2 0
1889	3 2 5 3 2 2 0
481	1 1 1 2 3 4 0
3451	3 3 3 5 0
2487	3 2 3 3 3 0
3534	2 3 1 1 0
6524	3 5 4 3 0
7005	1 1 1 1 0
5316	1 2 1 2 0
2128	1 3 3 3 0
3883	1 1 1 1 1 3 0
4838	1 1 1 3 0
801	2 2 1 2 0
421	1 7 5 5 0
2306	1 1 2 3 0
6331	1 2 4 2 0
3065	2 3 2 1 0
1169	3 3 4 3 0
2459	2 4 2 4 3 3 0
461	1 1 2 1 1 2 0
2688	1 4 2 5 6 5 0
230	1 3 1 1 0
2938	1 3 1 1 1 1 0
5662	3 2 1 1 1 1 0
1545	2 4 5 4 0
3468	2 3 4 1 4 0
617	3 3 2 4 0
1017	3 4 4 3 2 0
5964	2 1 1 1 1 1 0
274	2 2 3 1 1 0
1732	1 1 1 2 3 0
553	1 1 2 1 1 0
6127	3 1 2 4 2 4 0
6630	1 1 1 2 0
3973	2 3 2 2 0
452	2 6 4 1 0
2061	1 1 2 3 0
2572	1 1 1 3 4 5 0
6603	1 1 1 2 0
2091	1 1 3 1 5 3 0
1082	1 5 4 2 2 2 0
469	2 3 3 7 5 0
3380	3 3 1 1 0
333	1 1 1 1 1 4 0
3550	7 4 3 3 2 5 0
4852	1 1 1 4 1 0
5019	5 7 4 2 0
7014	2 6 5 3 3 3 0
3081	2 2 1 1 1 3 0
98	3 4 3 3 0
3998	4 4 7 2 0
3515	2 2 4 4 0
4686	1 2 2 3 1 0
2443	3 3 4 2 3 2 0
1757	2 3 2 3 0
5672	1 1 2 4 3 0
2951	3 3 3 6 0
4393	1 1 1 1 0
5617	2 4 3 3 1 1 0
997	6 5 5 5 5 3 0
1812	1 1 1 1 0
2321	3 3 2 5 8 7 0
4347	2 2 2 1 1 0
6657	1 1 1 1 1 0
2973	1 1 1 2 0
2057	2 3 3 4 8 0
3960	4 4 2 8 7 8 0
1877	2 2 2 2 5 4 0
5218	1 3 1 2 0
